id;mark;
R68331;TATTOO, NECK - PITCH FORKS ( ON RIGHT SIDE);
R68331;TATTOO, ARM, RIGHT - \"TERRY\"/SKULL/FLAMES/CROSS;
R68332;TATTOO, BACK - FEATHER;
R68332;SCAR, FOREARM, LEFT - SURG. SCAR 13\";
R68332;TATTOO, ARM, RIGHT UPPER - COW SKULL;
R68332;TATTOO, ARM, LEFT UPPER - EAGLE;
R68334;TATTOO, CHEST - KILLER THUG\;ABDOMEN: MOOK\; 2ND T;
R68334;TATTOO, SHOULDER, RIGHT - TEALACY W/ROSE\;MAUR RICHARDS SR;
R68334;TATTOO, NECK - HEART W/\"RITA\"\;;
R68334;TATTOO, HAND, RIGHT - JOLIET W/FLAMES\; MANY OTHERS;
R68334;TATTOO, SHOULDER, LEFT - POT LEAF W/2 JOINTS\;;
R68341;TATTOO, HAND, RIGHT - FLAME/ MONEY BAG;
R68341;TATTOO, ABDOMEN - CHICAGO;
R68343;TATTOO, FOREARM, LEFT - \"DOMINIQUE\";
R68343;TATTOO, ARM, LEFT UPPER - JAMMIE,MOB BAG,OLIVIA;
R68343;TATTOO, FOREARM, RIGHT - MAN,GUN,TYMB,PAC MAN,DRO CITY---;
R68343;TATTOO, FOREARM, LEFT - \"MONEY\" SKYLINE CHICAGO,DRO CITY;
R68343;TATTOO, ARM, RIGHT UPPER - RIP,P HNDS, EDDRICK WALKER,---;
R68353;CRIPPLED HAND, RIGHT - CRIPPLED;
R68353;CRIPPLED HAND, LEFT - CRIPPLED;
R68353;MISSING FINGER(S), RIGHT HAND - THUMB (BIRTH DEFECT);
R68353;MISSING FINGER(S), LEFT HAND - THUMB (BIRTH DEFECT);
R68354;TATTOO, ARM, LEFT - \"RIP MS BESSIE\";
R68354;TATTOO, FOREARM, RIGHT - \"RIP TRECE,VOSKI\";
R68354;TATTOO, ARM, RIGHT - \"I'M SO HOOD\";
R68357;TATTOO, CHEST - RIP ASHLEY,DESSERE;
R68357;TATTOO, NECK - I LOVE LUCY;
R68357;TATTOO, FOREARM, RIGHT - TOO FAST TO LIVE;
R68357;TATTOO, FOREARM, LEFT - TOO YOUNG TO DIE;
R68365;NONE RECORDED;
R68380;TATTOO, BACK - \"Martha\";
R68380;TATTOO, ARM, LEFT - SKELETON, Grim Reaper, Cheese;
R68380;TATTOO, ARM, RIGHT - HANDS, Grim Reaper, Chinese lett;
R68385;NONE RECORDED;
R68386;NONE RECORDED;
R68394;TATTOO, FOREARM, LEFT - LADY FACE DICE A GAME DOLLARBILL;
R68394;TATTOO, FOREARM, LEFT - HUSTLERS ONLY  ULA:MOB;
R68394;TATTOO, CHEST - 5PT STAR WINGS AF SUU WOO;
R68394;TATTOO, NECK - LIFES A GAMBLE 4-5PT STARS 6-$;
R68394;TATTOO, FOREARM, LEFT - CLOWN STREET LIFE BOSS BUILDING;
R68395;TATTOO, HAND, LEFT - \"CLA\";
R68395;TATTOO, ARM, LEFT UPPER - REG;
R68404;TATTOO, BACK -;
R68406;TATTOO, FOREARM, RIGHT - GHETTO, ALEX;
R68406;TATTOO, FOREARM, LEFT - LOVE ,5 PT.,ANGEL,SKYLINE,ROSARY;
R68406;TATTOO, HAND, LEFT - AMOR, DOTS;
R68406;TATTOO, ARM, RIGHT UPPER - SKULL W/ T. HAT;
R68406;TATTOO, CHEST - BORN 2 DIE (NECK KING OFKINGS);
R68407;TATTOO, FOREARM, LEFT - JESUS;
R68407;TATTOO, ARM, LEFT UPPER - CROSS AND WING\;URA:ETERNALLY;
R68407;TATTOO, CHEST - \"HATERS NIGHTMARE\";
R68407;TATTOO, FOREARM, RIGHT - DEVIL (UR ARM:SHIELD HUSTLE);
R68407;TATTOO, HAND, LEFT - J, MILAH\;RHND:OL;
R68411;TATTOO, NECK - JOSHUA, MYESHA, MICROPHONE/MUSIC;
R68415;NONE RECORDED;
R68417;SCAR, LIP, UPPER -;
R68417;SCAR, FOREARM, RIGHT -;
R68418;TATTOO, BACK - disciple/hrt of horns, monks;
R68418;TATTOO, WRIST, RIGHT - Maniac latin disiple;
R68418;TATTOO, HAND, LEFT - \"FIRST,R HND FAMILY;
R68418;TATTOO, FOREARM, RIGHT - \"MANIAC LATIN DISCIPLES\" FORKS;
R68418;TATTOO, ARM, RIGHT UPPER - CROSS \"JACOB 1189 11505\";
R68440;NONE RECORDED;
R68453;TATTOO, ABDOMEN - \"ALL MISTY\";
R68453;TATTOO, BACK - P CARDS, W/ EDDIE JAMES, ACE IN;
R68453;TATTOO, ARM, RIGHT UPPER - TAZ, DEVIL\; \"CHANGE\"(ABOVE TAZ);
R68460;TATTOO, CHEST - WHO CAN I TRUST;
R68460;TATTOO, ARM, LEFT UPPER - F-YOU W/MIDDLE FINGER RAISED;
R68460;TATTOO, CHEST - DAYLAN JR, LAURA GODFREY W/2 DAT;
R68461;TATTOO, LEG, LEFT - \"J\" ABOVE KNEE;
R68461;TATTOO, HAND, LEFT - DOT;
R68461;TATTOO, ARM, RIGHT - CROSS;
R68461;TATTOO, ARM, LEFT - BOYNTON,SUN;
R68465;TATTOO, ARM, LEFT - EW;
R68468;TATTOO, ARM, RIGHT UPPER - CROSS W/S.D.N.;
R68470;TATTOO, ABDOMEN - CINO;
R68471;TATTOO, ARM, LEFT UPPER - HANDS W/HEART & CROSS,IDS;
R68471;TATTOO, ARM, RIGHT - 2 MASKS, LOVE TO HATE, HATE TO L;
R68471;TATTOO, ARM, LEFT - SKULLS  (R WRIST/LOVE & FAVOR);
R68471;TATTOO, NECK - DASHEA & HELEN   (SC/RIA);
R68471;TATTOO, ARM, RIGHT UPPER - WOUND TAT W/EYE & KNIFE;
R68474;TATTOO, ARM, RIGHT - CROSS, \"BREAK BREAD\";
R68474;TATTOO, NECK - \"BLESSED\"(TAT FACE-CROSS);
R68474;TATTOO, HAND, RIGHT - 80'S   (L HND/BABY);
R68474;TATTOO, ARM, LEFT - \"GET PAID\"    (NECK/CHINESE SYMB;
R68474;TATTOO, ARM, LEFT - PRAYING HANDS, \"ONLY GOD...;
R68478;TATTOO, FOREARM, LEFT - Roman numerals X-IX-VI;
R68478;TATTOO, ARM, RIGHT UPPER - TRIBAL;
R68478;TATTOO, BACK - FISH;
R68478;SCAR, BUTTOCK, RIGHT - SURG. SCAR 4\";
R68478;SCAR, SHOULDER, RIGHT - SURG. SCAR 4\" (FRONT);
R68481;TATTOO, LEG, LEFT - MUSHROOMS;
R68481;SCAR, ABDOMEN -;
R68484;SCAR, LEG, LEFT - 8\";
R68484;TATTOO, ARM, RIGHT - CROSS W/\"JESUS IS LORD\";
R68485;SCAR, LEG, LEFT - NON SPECIFIC;
R68486;NONE RECORDED;
R68487;TATTOO, NECK - NANA;
R68487;TATTOO, ARM, RIGHT - GRIMM REAPER;
R68487;TATTOO, ARM, LEFT - LN CL FACES GHOST;
R68504;TATTOO, FOREARM, RIGHT - \"KAYLA\";
R68504;TATTOO, HAND, LEFT - \"A C\",DOT;
R68511;TATTOO, ARM, RIGHT - PRAYING HANDS;
R68511;TATTOO, ARM, LEFT - TADA HEAD;
R68515;TATTOO, NECK - 6PT STAR;
R68515;TATTOO, ARM, RIGHT - 7TH WARD \"LOW\" RIP;
R68515;TATTOO, BACK - \"AMBER\";
R68515;TATTOO, ARM, LEFT - \"ENDZ\";
R68520;TATTOO, HAND, RIGHT - \"MARTINEZ\";
R68520;TATTOO, ARM, LEFT UPPER - \"MARIA LOVE MOM\";
R68521;TATTOO, ARM, RIGHT UPPER - LION FACE;
R68521;TATTOO, ARM, LEFT UPPER - LADY'S FACE;
R68521;SCAR, WRIST, RIGHT -;
R68523;NONE RECORDED;
R68527;NONE RECORDED;
R68534;TATTOO, ARM, RIGHT UPPER - BULLDOG HEAD;
R68534;SCAR, ARM, RIGHT UPPER -;
R68534;TATTOO, ARM, LEFT - (BACK L ARM)OZZY;
R68534;TATTOO, ARM, LEFT UPPER - JUICE MAN/NO FEAR;
R68544;TATTOO, ARM, LEFT - \"ABK\";
R68544;TATTOO, ARM, RIGHT - \"KEON\";
R68545;TATTOO, THIGH, RIGHT - 78;
R68545;TATTOO, BACK - CHINESE LETTERS;
R68545;TATTOO, LEG, LEFT - MACHETTE/PUERTO RICO, TRIBAL SPI;
R68545;TATTOO, ARM, RIGHT - \"NAINE\", DIAMOND/PR;
R68545;TATTOO, LEG, RIGHT - TRIBAL;
R68553;TATTOO, ARM, RIGHT - CLOWN W/HAT, \"ZAM\";
R68553;TATTOO, NECK - \"S\", \"A\";
R68553;TATTOO, ARM, LEFT - FIST W/DAGGER;
R68553;TATTOO, ARM, LEFT - FEMALE, CROSS, SKULL, \"CHAVEZ\";
R68561;NONE RECORDED;
R68563;TATTOO, ARM, RIGHT - HEART W/A;
R68563;TATTOO, ARM, RIGHT UPPER - HEART W/2 NAMES, ALISHA;
R68563;TATTOO, ARM, LEFT UPPER - ANGILENA, MC;
R68563;SCAR, LEG, RIGHT - GSW'S & STABS BOTH LEGS;
R68563;TATTOO, FOREARM, LEFT - LIL D, HEART W/D;
R68570;TATTOO, ARM, LEFT UPPER - \"LOPEZ\", \"LOPEZ\";
R68573;TATTOO, FOREARM, RIGHT - \"MOB\";
R68573;TATTOO, FOREARM, LEFT - RIP PEE WEE;
R68573;TATTOO, ARM, RIGHT UPPER - M;
R68573;TATTOO, FOREARM, LEFT - MISSED & LOVED 1997;
R68573;TATTOO, ARM, RIGHT UPPER - CROSS;
R68577;TATTOO, NECK - \"100\" w/ Flames, \"Dinhash (Right;
R68578;TATTOO, FOREARM, LEFT - BABY JAMES W/ 2 STARS;
R68578;TATTOO, ARM, RIGHT UPPER - JBONE;
R68590;TATTOO, FOREARM, RIGHT - LONG LIVE ROBERT WHITE,HAYLEE;
R68590;SCAR, FACE, NONSPECIFIC -;
R68590;TATTOO, FOREARM, LEFT - CROSS;
R68590;TATTOO, HAND, LEFT - CIERA;
R68590;TATTOO, FOREARM, RIGHT - PRAYING HNDS;
R68593;TATTOO, ARM, RIGHT UPPER - REAPER/L SHLD-GSW/ULA-2 DICE;
R68593;TATTOO, FOREARM, LEFT - MASK,\"TRUST NONE,STAY LOYAL\";
R68593;TATTOO, FOREARM, RIGHT - \"LOVED BY MANY,HATED BY FEW\";
R68593;TATTOO, ARM, LEFT UPPER - \"BROKE BITCHES MAKE ME SICK\";
R68593;TATTOO, BACK - \"FATIANA\",BULLDOG,GSW/RFA-MASK;
R68615;TATTOO, ARM, LEFT - SPADE,AC,RT/ANKLE\;SCAR;
R68615;TATTOO, ARM, RIGHT - PITBULL,100%VICIOUS,SCROLL,RIP;
R68615;TATTOO, ARM, LEFT - NELSON,RIP,4CH,BIG PUN,SPANISH;
R68615;TATTOO, CHEST - AC,STREET,HAT/CANE,IV,DIAMOND;
R68626;TATTOO, ABDOMEN - \"FAMILY\";
R68640;SCAR, FACE, NONSPECIFIC - 2\" UNDER NOSE;
R68640;SCAR, ELBOW, LEFT - 4\";
R68655;TATTOO, FOREARM, RIGHT - \"SOX\" \"GORDOE\" \"GANG\";
R68655;TATTOO, CHEEK (FACE), LEFT - 2-T.DROPS;
R68655;SCAR, ABDOMEN -;
R68655;TATTOO, FOREARM, LEFT - END;
R68655;TATTOO, FOREHEAD - MADE NIGGA$;
R68665;NONE RECORDED;
R68671;TATTOO, CHEST - CACHET;
R68671;TATTOO, FOREARM, LEFT - RIP BRIAN;
R68672;TATTOO, HEAD, NONSPECIFIC - 2 TEARDROPS ON RIGHT CHEEK;
R68672;TATTOO, NECK - $/L SHLD BIRTH MARK/ABDOM-\"MOB\";
R68672;TATTOO, HEAD, NONSPECIFIC - TEARDROP ON LEFT CHEEK;
R68672;TATTOO, HEAD, NONSPECIFIC - \"O\";
R68672;TATTOO, FOREARM, RIGHT - \"APRIL\"/R HND-\"HOOD,OUT,SELF\";
R68673;TATTOO, FOREARM, LEFT - SADE LHND:GANGSTER HARDBODY;
R68673;TATTOO, FOREARM, RIGHT - MARCUS JR;
R68673;TATTOO, HAND, RIGHT - GUTTAVILLE RENEGADE SHIT ROCK;
R68673;TATTOO, CHEEK (FACE), LEFT - HAS MOB CROSS(LEYE) REYE:2CROSS;
R68673;TATTOO, NECK - RUDE BOY BLESSED DIRTY WORLD;
R68690;TATTOO, ARM, LEFT UPPER - CROSS;
R68690;TATTOO, FOREARM, RIGHT - EAGLE(URA WOLF HEAD);
R68712;TATTOO, BACK - \"FOE\";
R68712;TATTOO, HAND, LEFT - SHARK, \"EWRIANI\", $, HPLK 5 PT S;
R68712;TATTOO, HAND, RIGHT - EVIANNI, lILA,;
R68712;SCAR, HEAD, NONSPECIFIC -;
R68712;TATTOO, ARM, LEFT - ELIJAH, \"ALK 3 PT CROWN\", SEE NO;
R68717;TATTOO, FINGER(S), LEFT HAND - \"JLS\";
R68717;PIERCED EARS - X2;
R68717;TATTOO, ARM, RIGHT - \"NO\";
R68717;TATTOO, NECK - \"JEALOUS JENNY\";
R68729;NONE RECORDED;
R68730;NONE RECORDED;
R68736;TATTOO, FOREARM, LEFT - \"LOVE ALL TRUST NONE\" (INNER);
R68736;TATTOO, ARM, RIGHT UPPER - HEART;
R68736;TATTOO, ARM, LEFT UPPER - CROSS;
R68755;SCAR, FOREARM, RIGHT - CUT WOUND;
R68755;SCAR, CHEST - BULLET WOUND;
R68755;TATTOO, FOREARM, RIGHT - \"BRANDI\";
R68755;TATTOO, WRIST, LEFT - \"TANYLAH\";
R68758;TATTOO, WRIST, RIGHT - EMILIE RFA:MILLY;
R68758;TATTOO, ARM, RIGHT UPPER - SD FORK R.HND:3 LEAF CLOVER RIP;
R68760;TATTOO, ARM, LEFT - SQUAD;
R68760;TATTOO, ARM, RIGHT - GOON;
R68760;TATTOO, HAND, RIGHT - TANIYA;
R68760;TATTOO, ARM, RIGHT UPPER - RIP DONALD;
R68762;TATTOO, HAND, LEFT - KSJUAN;
R68762;TATTOO, NECK - B W/3-5PT STARS,ETHEL;
R68762;TATTOO, FOREARM, LEFT - DYNASTY,THE LOVE OF MY LIFE;
R68762;TATTOO, FOREARM, RIGHT - RIP B.B. W/ANGEL;
R68762;TATTOO, HAND, RIGHT - KENYA;
R68773;TATTOO, ARM, LEFT UPPER - \"only God knows me\" praying hand;
R68773;TATTOO, ARM, RIGHT UPPER - MASKS W SMILE NOW CRY LATER;
R68775;TATTOO, ARM, RIGHT - PRAYING HANDS;
R68777;TATTOO, ARM, RIGHT - \"BORICUA\", DRAGON, ORIENTAL SIGN;
R68777;TATTOO, ARM, RIGHT - WRIST:ALEXIS;
R68777;TATTOO, ARM, LEFT - WRIST:KIM;
R68777;TATTOO, ARM, LEFT - COMIC SIGNS, HEART/BANNER,TRIBAL;
R68777;TATTOO, NECK - \"ANGEL\";
R68789;TATTOO, ARM, RIGHT UPPER - CROSS;
R68790;SCAR, HAND, RIGHT -;
R68790;TATTOO, CHEST - \"JACKIE\";
R68790;TATTOO, ARM, RIGHT - \"RIP DAVID 8-1-97\";
R68796;TATTOO, ARM, RIGHT UPPER - ROSE, \"BARBARA ANN\";
R68796;TATTOO, FOREARM, RIGHT - SCROLL, \"IN LOVING MEMORY\";
R68796;TATTOO, FOREARM, LEFT - DICE, \"STEP UP THE GAME\";
R68801;TATTOO, FOREARM, LEFT - PATH;
R68801;TATTOO, HAND, LEFT - SM, (FNGRS) NGTH;
R68801;TATTOO, HAND, RIGHT - (FNGRS) STRE;
R68801;TATTOO, ARM, LEFT - SAO, AMANDA, O,;
R68801;TATTOO, LEG, RIGHT - DEMONS, FLAMES;
R68810;SCAR, WRIST, RIGHT - SURGICAL;
R68816;NONE RECORDED;
R68835;TATTOO, ARM, RIGHT - NAKED ANGEL;
R68835;TATTOO, HAND, RIGHT - 80'S;
R68835;TATTOO, SHOULDER, RIGHT - LIZZIE;
R68835;TATTOO, SHOULDER, LEFT - JACK;
R68835;TATTOO, HAND, LEFT - BABY;
R68842;NONE RECORDED;
R68845;NONE RECORDED;
R68853;TATTOO, ARM, RIGHT - 6/5PT STAR, TIME IS PAIN/CLOCK;
R68853;TATTOO, ARM, LEFT - 3/5PT STAR, RIP NUKIE, ATG,;
R68853;TATTOO, HAND, RIGHT - PART PARTIAL, LT:  ALL WELL;
R68853;TATTOO, ARM, RIGHT - PRAYING HANDS \"MARYLAND\", 131/2;
R68853;TATTOO, ARM, LEFT - AGAINST THE GRAIN, RAN;
R68863;NONE RECORDED;
R68866;TATTOO, FOREARM, LEFT - NEVAEH 12 ST PLAYERS;
R68866;TATTOO, FOREARM, LEFT - Chicago Bulls Head, Cicero, Drop;
R68866;TATTOO, ARM, RIGHT UPPER - BRANDED \"SMS\";
R68866;TATTOO, FOREARM, RIGHT - \"MOB\";
R68877;SCAR, ABDOMEN - SURGICAL;
R68877;TATTOO, ARM, LEFT UPPER - 5PT CROWN, 2 LIONS;
R68877;TATTOO, WRIST, LEFT - DAISEY;
R68877;TATTOO, ARM, RIGHT UPPER - REAPER;
R68877;TATTOO, ANKLE, LEFT - SKULL;
R68893;PIERCED EARS - NO MARKS/SCARS/TATTOOS/PRCINGS;
R68900;SCAR, FOREARM, LEFT -;
R68900;SCAR, ABDOMEN - SURGERY;
R68900;TATTOO, HAND, LEFT - 5 PT STAR;
R68906;TATTOO, ARM, LEFT UPPER - \"JOY\";
R68906;TATTOO, FOREARM, LEFT - 9 NAMES, MULT 5PT STARS;
R68906;TATTOO, FOREARM, RIGHT - KING9chess piece), \"LIFE IS CHES;
R68906;TATTOO, FOREARM, RIGHT - 23 PSALM,CHHRISTINA;
R68919;TATTOO, HAND, RIGHT - NAMES;
R68919;TATTOO, ARM, LEFT - DOG,JEROME,JAMAR,NONE;
R68919;TATTOO, CHEST - LAVERTA;
R68919;TATTOO, ARM, RIGHT - CHINESE LETTERS,TRUST;
R68919;TATTOO, NECK - NTTA,;
R68921;TATTOO, FOREARM, RIGHT - ALLISON;
R68922;TATTOO, HAND, LEFT - CHRISTINE(UL ARM GRIM REAPER);
R68922;TATTOO, FOREARM, LEFT - 4 SKULLS W/FIRE;
R68922;TATTOO, ARM, RIGHT - CROSS W/RIP RELL 1974-2003;
R68922;TATTOO, HAND, RIGHT - MICHAEL MS(RF ARM DIP SET);
R68922;TATTOO, ARM, RIGHT UPPER - MICHAEL(BACK MAKAIHA CROSS);
R68927;TATTOO, FOREARM, RIGHT -;
R68927;TATTOO, ARM, LEFT UPPER -;
R68927;TATTOO, FOREARM, LEFT -;
R68948;TATTOO, NECK - NITA/ CHIQUITA, SKYLINE W/FACE T;
R68948;TATTOO, ARM, RIGHT - PYRAMID WITH SUN,\"BPSN\";
R68948;TATTOO, HAND, RIGHT - YOUNG MONEY;
R68948;TATTOO, HAND, LEFT - DESY;
R68949;TATTOO, CHEST - LOVE IS A BITCH;
R68949;TATTOO, FOREARM, LEFT - TEMPEST;
R68949;TATTOO, NECK - GOD SON;
R68949;TATTOO, ARM, RIGHT UPPER - BASKETBALL,W/34 , RIP KENDAL;
R68949;TATTOO, FOREARM, RIGHT - MARY;
R68950;TATTOO, ARM, RIGHT - CROSS,SCRIPTURE;
R68950;TATTOO, ARM, LEFT - 66,JUSTINE,SKULL;
R68950;TATTOO, CHEST - ROBTA;
R68950;TATTOO, BACK - CHICAGO NIGHTMARE;
R68951;TATTOO, ARM, LEFT UPPER - TRIBAL,FADED WRITING(INNER ARM);
R68951;TATTOO, LEG, RIGHT - KNIGHT W/SWORD;
R68951;TATTOO, ARM, RIGHT UPPER - TRIBAL BAND  \"BRITTANY\";
R68951;TATTOO, CHEST - 2 CLOWNS;
R68951;TATTOO, FOREARM, LEFT - \"JOSH\";
R68959;TATTOO, ARM, RIGHT UPPER - \"LINDA\";
R68959;TATTOO, FOREARM, RIGHT - PANTHER;
R68959;TATTOO, ARM, LEFT UPPER - \"D\" ARM BAND W/EYE IN MIDDLE;
R68967;TATTOO, ARM, RIGHT - \"OLIVIA\";
R68967;TATTOO, ARM, LEFT - \"OMARI\";
R68968;TATTOO, OTHER - NO TATS;
R68969;TATTOO, LEG, RIGHT - SD W/PITCHFORKS;
R68975;MOLE, NECK -;
R68990;TATTOO, NECK - ANGLE;
R68990;TATTOO, CHEST - ROSE;
R68999;TATTOO, BACK - PRAYING HANDS\; \"GRANDMA\";
R69003;TATTOO, WRIST, RIGHT - 3CROSSES/RIBBON;
R69003;TATTOO, FOREARM, RIGHT - \"RAMANDA\"/2MASKS/\"CRACK A JOKE\";
R69003;TATTOO, NECK - \"TREASURE\" LIPS OPEN MOUTH;
R69003;TATTOO, HAND, RIGHT - \"TREASURE\";
R69003;TATTOO, FOREARM, RIGHT - \"I'LL SEE YOU LATER\";
R69011;NONE RECORDED;
R69025;TATTOO, FOREARM, LEFT - CROSS W/JESUS, LOVE IS A ACTION;
R69025;TATTOO, ARM, LEFT UPPER - BIBLE VERSE, PIT BULL HEAD, ROSE;
R69025;TATTOO, ARM, LEFT - CROSS \"RIP ADA THOMPSON 8-26-56;
R69027;NONE RECORDED;
R69031;TATTOO, ARM, RIGHT - \"PINNER\";
R69031;TATTOO, HAND, LEFT - DRAMA MASK;
R69031;TATTOO, HAND, RIGHT - 6PT STAR,DRAMA MASK;
R69038;TATTOO, NECK - FSN;
R69038;TATTOO, FOREARM, LEFT - GO GETTA;
R69045;TATTOO, HAND, LEFT - SON, BUT GOD;
R69045;TATTOO, HAND, RIGHT - FEAR NO MAN, GOD;
R69045;TATTOO, HAND, LEFT - BUT GOD,BOYZ;
R69045;TATTOO, FOREARM, RIGHT - ABM;
R69045;TATTOO, NECK - CHARDASIA;
R69054;TATTOO, HAND, LEFT - RING FINGER ADRIANA;
R69054;TATTOO, LEG, RIGHT - HEART W/HORNS, FORK, JLD\"SILENT\";
R69054;TATTOO, ARM, RIGHT UPPER - LUIS;
R69054;TATTOO, CHEST - ADRIANA,ROSE;
R69058;TATTOO, ARM, RIGHT - CROSS,\"DEATH BEFORE DISHONOR\";
R69058;TATTOO, ARM, LEFT - RIP/MOM;
R69058;TATTOO, CHEEK (FACE), RIGHT - 2 TEAR DROPS;
R69058;TATTOO, LEG, LEFT - HEART W/WINGS;
R69058;TATTOO, CHEST - \"MOB\";
R69059;TATTOO, ARM, LEFT UPPER - SHERROD;
R69059;TATTOO, CHEST - red and black 5 point star at bo;
R69059;TATTOO, ARM, LEFT - \"latevia\", star with 5, cowboy;
R69074;NONE RECORDED;
R69076;TATTOO, ARM, LEFT - 9/20/63 RIP JEROME J BROWN10/14;
R69076;TATTOO, ARM, RIGHT - RIP R 'N' J ,RT HND MELODY;
R69076;TATTOO, ARM, RIGHT UPPER - \"JMAN D\"   LT. HND \"LYRIC\";
R69076;TATTOO, ARM, LEFT UPPER - LOVE MOM -TAT NECK KATRINIA;
R69076;SCAR, KNEE, RIGHT - TAT CHEST- TAZ. DEVIL;
R69082;NONE RECORDED;
R69084;SCAR, FOREARM, LEFT - LEYE:W.S/FEARLESS;
R69084;TATTOO, FOREARM, RIGHT - NANNA SUMMER,NECK SHANTA;
R69084;TATTOO, FOREARM, LEFT - VJ  LHND:SOUTHSIDE MP/CROSS/DOTS;
R69084;TATTOO, CHEST - MONEY POWER RESPECT;
R69084;TATTOO, WRIST, RIGHT - '7' LWRS:4  NECK:PUSSY MONSTER;
R69085;TATTOO, ARM, LEFT - K&P;
R69085;TATTOO, ARM, RIGHT - 8-BALL;
R69086;TATTOO, ARM, RIGHT UPPER - \"LOVE ALWAYS VONITA\";
R69086;TATTOO, ARM, LEFT UPPER - 2-NAILS\"ONLY THE STRONG SURVIVE\";
R69086;TATTOO, CHEST - HEART;
R69087;NONE RECORDED;
R69097;NONE RECORDED;
R69104;TATTOO, ARM, LEFT - RIP/ROY;
R69104;SCAR, BACK -;
R69109;TATTOO, ARM, RIGHT - FORGIVE ME, PRAYING HANDS,ROSARY;
R69109;TATTOO, CHEST - CROSS W/PRICILLA;
R69109;TATTOO, ARM, RIGHT - NO 2ND  (LARM/CHANCE);
R69109;TATTOO, ARM, LEFT - CROSS,LOVE MOM, ONE LOVE,3 NAMES;
R69109;TATTOO, ABDOMEN - RIP ANGIE (BACK: YOUNG)(LUA/TR);
R69110;TATTOO, ARM, RIGHT - \"ZARCO\",K.J.M.\";
R69110;TATTOO, BACK - DRAMA FACES W/NAMES, ROSE;
R69110;TATTOO, ARM, LEFT - J.L.C.G.M.\";
R69113;TATTOO, ARM, LEFT UPPER - \"LANIA\";
R69113;TATTOO, FOREARM, RIGHT - \"SAMMY\", \"LIFE\";
R69113;TATTOO, HAND, LEFT - \"EVELYN\" 2/25/78;
R69113;TATTOO, WRIST, LEFT - \"LASHEA\";
R69113;TATTOO, FOREARM, LEFT - \"CHEVELLE\", \"DEATH\";
R69119;NONE RECORDED;
R69123;TATTOO, ARM, RIGHT - \"REAL MOB\";
R69123;TATTOO, SHOULDER, RIGHT - WORDS;
R69123;TATTOO, CHEST - \"B M SEGA\";
R69123;TATTOO, ARM, LEFT - WORDS;
R69123;TATTOO, NECK - \"MOB\";
R69124;TATTOO, ARM, LEFT - TRIBAL, DRAGON;
R69124;TATTOO, HAND, LEFT - FLAMING EIGHTBALL;
R69124;TATTOO, HAND, RIGHT - \"DAD\"PINT\";
R69124;TATTOO, HAND, LEFT - \"SIZE\";
R69125;TATTOO, ARM, LEFT - P AALIYAH DONMONICK 5PT STAR;
R69125;TATTOO, ARM, RIGHT UPPER - RIP JAMES TOMBSTONE A 5PT STAR;
R69126;TATTOO, HAND, LEFT - RING FINGER/SHONDA;
R69126;TATTOO, FOREARM, RIGHT - SHONDA,ROSE,I LOVE YOU;
R69126;TATTOO, NECK - BDNK;
R69126;TATTOO, BACK - LASHONDA;
R69132;TATTOO, HAND, LEFT - MOB;
R69132;TATTOO, HAND, RIGHT - MOET;
R69132;TATTOO, FOREARM, RIGHT - CROSS W/LOW END FINEST, MAC;
R69132;TATTOO, FOREARM, LEFT - SHIELD,MM,SCRAP OR DIE,BRICK WAL;
R69132;TATTOO, NECK - ANGELS W/DEMONS;
R69135;TATTOO, HAND, RIGHT - MOM;
R69135;TATTOO, HAND, LEFT - RIP;
R69135;TATTOO, NECK - TOMBSTONE W/WINGS, RIP PIG;
R69135;TATTOO, NECK - 'MOB\" \"RIP PIG\";
R69138;TATTOO, FOREARM, LEFT - SKULL/2 PISTOLS/HARD TIMES;
R69138;TATTOO, ARM, RIGHT - MADE 1(L ARM MAN 4);
R69138;TATTOO, FOREARM, RIGHT - CROSS/RIP BEVERLY;
R69144;TATTOO, ARM, RIGHT UPPER - \"MATTIE\";
R69144;TATTOO, FOREARM, RIGHT - \"I'M MY BROTHER'S KEEPER\";
R69144;TATTOO, FOREARM, LEFT - CROSS WITH R L AROUND IT;
R69144;TATTOO, ABDOMEN - \"MOBSTER\";
R69144;TATTOO, CHEST - STREET SIGNS,LEXINGTON,PULASKI;
R69146;TATTOO, LEG, RIGHT - ROSE VINE SNAKE;
R69146;TATTOO, ARM, LEFT - SKULL FLAMES JOKER;
R69146;TATTOO, BACK - BUGS BUNNY;
R69146;TATTOO, NECK - GEMINI;
R69146;TATTOO, LEG, LEFT - CROSS;
R69152;TATTOO, ARM, LEFT - 5 SKULLS/PUNIKIN/RAG DOLL SLEEVE;
R69152;TATTOO, FOREARM, RIGHT - JESUS CHEST/LION W/5PT CROWN;
R69152;TATTOO, HEAD, NONSPECIFIC - TEARDROPS WICKED WORLD 5PT CROWN;
R69152;TATTOO, NECK - SKULL CHEST/MASTER W/5PT CROWN;
R69152;TATTOO, LEG, RIGHT - CHRIST ON CROSS;
R69156;TATTOO, NECK - BRANDI;
R69157;NONE RECORDED;
R69162;TATTOO, FOREARM, RIGHT - \"mary\";
R69163;TATTOO, FOREARM, RIGHT - 2 LIONS;
R69169;TATTOO, ARM, RIGHT UPPER - 1976-1996,BIG BRO,BUSHWICK;
